KEY_ISTAT_COMUNE,DESC_COMUNE,CLASSE_A_PIU,CLASSE_A,CLASSE_B,CLASSE_C,CLASSE_D,CLASSE_E,CLASSE_F,CLASSE_G,CLASSE_NC
103053,PIEDIMULERA,2,1,4,11,13,9,6,15,9
103054,PIEVE VERGONTE,0,0,1,8,9,7,12,23,29
103055,PREMENO,0,1,10,6,11,11,22,29,23
103056,PREMIA,0,0,1,1,4,2,5,14,36
103057,PREMOSELLO-CHIOVENDA,0,0,4,12,12,9,8,31,27
103058,QUARNA SOPRA,0,0,0,0,3,7,2,5,7
103059,QUARNA SOTTO,0,0,1,1,5,4,3,3,18
103060,RE,0,0,0,8,3,0,3,7,15
103061,SAN BERNARDINO VERBANO,0,0,2,9,20,14,10,16,23
103062,SANTA MARIA MAGGIORE,0,0,16,35,40,29,32,50,28
103063,SEPPIANA,0,0,0,0,0,0,1,0,5
103064,STRESA,0,12,50,55,103,99,121,240,161
103065,TOCENO,0,0,12,16,12,14,12,16,12
103066,TRAREGO VIGGIONA,0,1,0,1,9,4,10,16,47
103067,TRASQUERA,0,0,0,0,0,0,0,4,13
103068,TRONTANO,0,2,7,8,6,5,5,8,12
103069,VALSTRONA,0,0,0,2,1,1,1,13,17
103070,VANZONE CON SAN CARLO,0,3,3,11,2,2,2,5,16
103071,VARZO,0,0,5,26,20,18,16,32,78
103072,VERBANIA,1,19,146,353,446,451,437,606,359
103073,VIGANELLA,0,0,1,0,0,0,3,1,6
103074,VIGNONE,0,0,3,9,15,14,15,16,25
103075,VILLADOSSOLA,0,6,34,42,52,47,41,70,40
103076,VILLETTE,0,0,0,0,0,0,2,3,3
103077,VOGOGNA,0,0,3,19,8,4,8,12,33
002057,FOBELLO,0,0,0,0,0,0,0,4,11
002058,FONTANETTO PO,0,0,1,4,7,8,7,23,23
002059,FORMIGLIANA,0,0,0,2,2,8,6,5,8
002061,GATTINARA,0,0,19,36,53,49,38,110,83
002062,GHISLARENGO,0,0,0,3,11,2,7,9,10
002065,GREGGIO,0,0,2,1,0,2,2,5,1
002066,GUARDABOSONE,0,0,0,2,3,2,0,7,13
002067,LAMPORO,0,0,3,2,4,3,1,9,6
002068,LENTA,0,0,3,5,7,2,3,8,10
002070,LIGNANA,0,0,1,5,6,7,12,5,41
002071,LIVORNO FERRARIS,0,1,18,21,28,31,40,74,28
002072,LOZZOLO,0,1,1,2,6,3,0,4,12
002078,MOLLIA,0,0,0,2,5,5,5,12,8
002079,MONCRIVELLO,0,0,7,6,6,5,7,17,20
002082,MOTTA DE' CONTI,0,0,1,1,4,2,7,8,10
002088,OLCENENGO,0,0,14,16,5,7,6,8,5
002089,OLDENICO,0,0,0,1,0,2,2,0,5
002090,PALAZZOLO VERCELLESE,0,0,2,1,2,11,11,42,28
002091,PERTENGO,0,0,0,1,4,2,2,5,3
002093,PEZZANA,0,1,2,12,8,13,5,16,16
002096,PILA,0,0,2,3,5,3,3,8,8
002097,PIODE,0,0,0,6,3,2,4,10,4
002102,POSTUA,0,0,1,2,6,3,4,4,19
002104,PRAROLO,1,1,6,9,3,5,9,11,9
002107,QUARONA,1,0,16,24,48,33,27,38,38
002108,QUINTO VERCELLESE,0,0,0,1,3,2,8,9,2
002110,RASSA,0,0,0,1,0,0,0,1,6
002111,RIMA SAN GIUSEPPE,0,1,0,0,3,4,0,0,5
002112,RIMASCO,0,0,0,0,4,6,1,3,6
002113,RIMELLA,0,0,0,0,0,0,0,0,10
002114,RIVA VALDOBBIA,2,12,1,5,7,6,4,9,11
002115,RIVE,0,0,1,3,0,2,5,8,2
002116,ROASIO,0,0,2,6,19,25,26,38,34
002118,RONSECCO,0,0,0,3,5,3,5,8,11
002121,ROSSA,0,0,0,0,0,0,0,4,12
002122,ROVASENDA,0,0,2,3,1,4,4,9,5
002123,SABBIA,0,0,0,0,0,0,0,0,6
002126,SALASCO,0,0,1,0,2,3,1,2,1
005107,SOGLIO,0,0,0,0,0,0,2,5,1
005108,TIGLIOLE,0,0,5,13,15,15,14,35,29
005109,TONCO,0,0,3,1,8,5,10,14,8
005110,TONENGO,0,0,0,3,2,1,4,5,7
005111,VAGLIO SERRA,0,0,0,1,2,2,2,6,1
005112,VALFENERA,0,3,16,37,43,31,33,36,23
005113,VESIME,0,0,0,1,1,2,5,3,14
005114,VIALE,0,0,0,0,1,0,1,4,7
005115,VIARIGI,0,0,1,1,6,5,7,17,19
005116,VIGLIANO D'ASTI,0,1,3,12,12,9,8,16,3
005117,VILLAFRANCA D'ASTI,2,3,9,24,37,35,31,54,27
005118,VILLANOVA D'ASTI,1,4,22,78,100,85,54,90,30
005119,VILLA SAN SECONDO,0,0,2,3,1,3,1,4,8
005120,VINCHIO,0,0,0,3,2,2,5,12,12
005121,MONTIGLIO MONFERRATO,1,2,7,19,12,16,10,37,42
006001,ACQUI TERME,7,26,141,298,331,250,185,221,150
006002,ALBERA LIGURE,0,0,0,0,3,1,6,4,14
006003,ALESSANDRIA,21,42,624,1554,1573,1089,824,900,394
006004,ALFIANO NATTA,1,1,5,5,13,7,8,11,18
006005,ALICE BEL COLLE,0,0,0,2,2,3,6,7,10
006006,ALLUVIONI CAMBIO',0,0,1,4,4,10,5,8,4
006007,ALTAVILLA MONFERRATO,0,0,1,3,1,4,4,4,6
006008,ALZANO SCRIVIA,0,0,0,2,2,2,0,4,1
006009,ARQUATA SCRIVIA,0,25,97,114,68,37,46,57,54
006010,AVOLASCA,0,0,0,1,0,1,1,9,6
006011,BALZOLA,0,1,0,1,6,9,2,18,19
006012,BASALUZZO,0,11,14,12,18,14,12,27,13
006013,BASSIGNANA,0,0,10,8,22,8,11,11,12
006014,BELFORTE MONFERRATO,0,0,6,5,5,5,5,10,9
006015,BERGAMASCO,0,0,0,3,3,12,6,10,10
006016,BERZANO DI TORTONA,0,0,1,4,1,2,0,0,4
006017,BISTAGNO,0,8,12,26,19,8,10,7,28
006018,BORGHETTO DI BORBERA,0,0,8,25,7,10,14,27,48
006019,BORGORATTO ALESSANDRINO,1,1,2,1,3,1,3,5,2
006020,BORGO SAN MARTINO,0,1,3,8,6,9,8,15,13
